Product#,Sub-Kit PN,CAS#,ComponentName,"WeightConversion",% (w/w),"毒化物
Toxic",關注化學物質 Concerned Chemical Substances,優先化學品Priority substance,管制性化學品Controlled,先驅化學品Precurosr,新化學物質New Chemical,空汙申請ODS,既有化學物質Existing Chemical ,備註,備註2,,,,,,,,,,,,,
PST-5560-10MG,,58138-08-2,tridiphane,100,% (w/w),N,N,N,N,N,Y,N,N,TRIDIPHANE滅草環,新化學物質,,,,,,,,,,,,,
PST-1740-25MG,,1582-09-8,trifluralin,100,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-1740A100A01,Trifluralin,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PST-1740A100A01,,1582-09-8,trifluralin,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-2040M1000,Propiconazole (Tilt),67-56-1,methanol,99.8736,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-2040M1000,,60207-90-1,propiconazole,0.1264,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-2045K1000,Triazophos,67-64-1,acetone,99.8736,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
PST-2045K1000,,24017-47-8,triazophos,0.1264,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-2520M1000,Procymidone,67-56-1,methanol,99.8736,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-2520M1000,,32809-16-8,procymidone,0.1264,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
8500-6947,,7440-48-4,Cobalt,0.1,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
8500-6947,,7697-37-2,Nitric acid,2,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
8500-6947,,7732-18-5,Deionized water,97.9,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8497,,7440-05-3,Palladium,0.0978,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8497,,7697-37-2,Nitric acid,3.35,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8497,,7732-18-5,Deionized water,96.5522,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8559,,7699-43-6,Zirconium oxychloride,0.097,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8559,,7647-01-0,Hydrochloric Acid (HCl),1.85,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
5190-8559,,7732-18-5,Deionized water,98.053,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8571,,7439-92-1,Lead,0.001,% (w/w),N,N,N 附錄一限值>1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8571,,7697-37-2,Nitric acid,1.34,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8571,,7732-18-5,Deionized water,98.659,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8311,,497-19-8,Sodium Carbonate,0.0992,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8311,,7697-37-2,Nitric acid,3.35,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8311,,7732-18-5,Deionized water,96.5508,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5062-8571,,7732-18-5,Deionized water,99.18,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5062-8571,,7601-54-9,Sodium Phosphate,0.82,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
GS48-SAQ,WS0370,119171-73-2,"ethanone, 1-(3,7-dihydroxy-10H-phenoxazin-10-yl)ethanone",100,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Dye,,,,,,,,,,,,,,
GS48-SAQ,WS0371,7778-77-0,potassium dihydrogenorthophosphate,57,% (w/v),N,N,N,N,N,N,N,N 少量,Horseradish Peroxidase,,,,,,,,,,,,,,
GS48-SAQ,WS0371,9003-99-0,Peroxidase,35,% (w/v),N,N,N,N,N,N,N,N 少量,Horseradish Peroxidase,,,,,,,,,,,,,,
GS48-SAQ,WS0371,7758-11-4,dipotassium hydrogenorthophosphate,8,% (w/v),N,N,N,N,N,N,N,N 少量,Horseradish Peroxidase,,,,,,,,,,,,,,
GS48-SAQ,WS0372,9001-96-1,Pyruvate Oxidase,41-43,% (w/v),N,N,N,N,N,N,N,N 少量,Conversion Reagents,,,,,,,,,,,,,,
GS48-SAQ,WS0372,7778-77-0,potassium dihydrogenorthophosphate,29-36,% (w/v),N,N,N,N,N,N,N,N 少量,Conversion Reagents,,,,,,,,,,,,,,
GS48-SAQ,WS0372,9027-60-5,N-Acetylneuraminic Acid Aldolase,23-29,% (w/v),N,N,N,N,N,N,N,N 少量,Conversion Reagents,,,,,,,,,,,,,,
GS48-SAQ,WS0373,7732-18-5,"water, distilled, conductivity or of similar purity",97.6045,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer A,,,,,,,,,,,,,,
GS48-SAQ,WS0373,7758-11-4,dipotassium hydrogenorthophosphate,1.365,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer A,,,,,,,,,,,,,,
GS48-SAQ,WS0373,7778-77-0,potassium dihydrogenorthophosphate,1.021,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer A,,,,,,,,,,,,,,
GS48-SAQ,WS0373,2682-20-4,2-methyl-2H-isothiazol-3-one,0.0095,% (w/v),N,N,N 2目少量,N,N,N,N,N 少量,SAQ Buffer A,,,,,,,,,,,,,,
GS48-SAQ,WS0374,7732-18-5,"water, distilled, conductivity or of similar purity",96.9505,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer B,,,,,,,,,,,,,,
GS48-SAQ,WS0374,7558-80-7,Monosodium phosphate,2.6,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer B,,,,,,,,,,,,,,
GS48-SAQ,WS0374,7558-79-4,disodium hydrogenorthophosphate,0.44,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer B,,,,,,,,,,,,,,
GS48-SAQ,WS0374,2682-20-4,2-methyl-2H-isothiazol-3-one,0.0095,% (w/v),N,N,N 2目少量,N,N,N,N,N 少量,SAQ Buffer B,,,,,,,,,,,,,,
GS48-SAQ,WS0375,7732-18-5,"water, distilled, conductivity or of similar purity",97.1485,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer C,,,,,,,,,,,,,,
GS48-SAQ,WS0375,10034-99-8,"Magnesium Sulfate, Heptahydrate",2.47,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer C,,,,,,,,,,,,,,
GS48-SAQ,WS0375,6381-92-6,Ethylenediaminetetraacetic Acid Disodium Salt Dihydrate,0.372,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer C,,,,,,,,,,,,,,
GS48-SAQ,WS0375,2682-20-4,2-methyl-2H-isothiazol-3-one,0.0095,% (w/v),N,N,N 2目少量,N,N,N,N,N 少量,SAQ Buffer C,,,,,,,,,,,,,,
GS48-SAQ,WS0376,7732-18-5,"water, distilled, conductivity or of similar purity",99.425,% (w/v),N,N,N,N,N,N,N,N 少量,AdvanceBio Sialidase A,,,,,,,,,,,,,,
GS48-SAQ,WS0376,1185-53-1,"2-amino-2-(hydroxymethyl)propane-1,3-diolhydrochloride",0.3,% (w/v),N,N,N,N,N,N,N,N 少量,AdvanceBio Sialidase A,,,,,,,,,,,,,,
GS48-SAQ,WS0376,7647-14-5,sodium chloride,0.15,% (w/v),N,N,N,N,N,N,N,N 少量,AdvanceBio Sialidase A,,,,,,,,,,,,,,
GS48-SAQ,WS0376,9001-67-6,Neuraminidase,0.125,% (w/v),N,N,N,N,N,N,N,N 少量,AdvanceBio Sialidase A,,,,,,,,,,,,,,
GS48-SAQ,WS0377,7732-18-5,"water, distilled, conductivity or of similar purity",99.897,% (w/v),N,N,N,N,N,N,N,N 少量,Sialic Acid Standard,,,,,,,,,,,,,,
GS48-SAQ,WS0377,2682-20-4,2-methyl-2H-isothiazol-3-one,0.1,% (w/v),N,N,N 2目少量,N,N,N,N,N 少量,Sialic Acid Standard,,,,,,,,,,,,,,
GS48-SAQ,WS0377,131-48-6,N-acetylneuraminic acid,0.003,% (w/v),N,N,N,N,N,N,N,N 少量,Sialic Acid Standard,,,,,,,,,,,,,,
GS48-SAQ,WS0378,67-68-5,dimethyl sulfoxide,100,% (w/v),N,N,N,N,N,N,N,N 少量,DMSO,,,,,,,,,,,,,,
GS48-SAQ,WS0386,9014-81-7,Bovine Fetuin,100,% (w/v),N,N,N,N,N,N,N,N 少量,Bovine Fetuin,,,,,,,,,,,,,,
GS96-SAQ,WS0370,119171-73-2,"ethanone, 1-(3,7-dihydroxy-10H-phenoxazin-10-yl)ethanone",100,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Dye,,,,,,,,,,,,,,
GS96-SAQ,WS0371,7778-77-0,potassium dihydrogenorthophosphate,57,% (w/v),N,N,N,N,N,N,N,N 少量,Horseradish Peroxidase,,,,,,,,,,,,,,
GS96-SAQ,WS0371,9003-99-0,Peroxidase,35,% (w/v),N,N,N,N,N,N,N,N 少量,Horseradish Peroxidase,,,,,,,,,,,,,,
GS96-SAQ,WS0371,7758-11-4,dipotassium hydrogenorthophosphate,8,% (w/v),N,N,N,N,N,N,N,N 少量,Horseradish Peroxidase,,,,,,,,,,,,,,
GS96-SAQ,WS0372,9001-96-1,Pyruvate Oxidase,41-43,% (w/v),N,N,N,N,N,N,N,N 少量,Conversion Reagents,,,,,,,,,,,,,,
GS96-SAQ,WS0372,7778-77-0,potassium dihydrogenorthophosphate,29-36,% (w/v),N,N,N,N,N,N,N,N 少量,Conversion Reagents,,,,,,,,,,,,,,
GS96-SAQ,WS0372,9027-60-5,N-Acetylneuraminic Acid Aldolase,23-29,% (w/v),N,N,N,N,N,N,N,N 少量,Conversion Reagents,,,,,,,,,,,,,,
GS96-SAQ,WS0373,7732-18-5,"water, distilled, conductivity or of similar purity",97.6045,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer A,,,,,,,,,,,,,,
GS96-SAQ,WS0373,7758-11-4,dipotassium hydrogenorthophosphate,1.365,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer A,,,,,,,,,,,,,,
GS96-SAQ,WS0373,7778-77-0,potassium dihydrogenorthophosphate,1.021,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer A,,,,,,,,,,,,,,
GS96-SAQ,WS0373,2682-20-4,2-methyl-2H-isothiazol-3-one,0.0095,% (w/v),N,N,N 2目少量,N,N,N,N,N 少量,SAQ Buffer A,,,,,,,,,,,,,,
GS96-SAQ,WS0374,7732-18-5,"water, distilled, conductivity or of similar purity",96.9505,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer B,,,,,,,,,,,,,,
GS96-SAQ,WS0374,7558-80-7,Monosodium phosphate,2.6,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer B,,,,,,,,,,,,,,
GS96-SAQ,WS0374,7558-79-4,disodium hydrogenorthophosphate,0.44,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer B,,,,,,,,,,,,,,
GS96-SAQ,WS0374,2682-20-4,2-methyl-2H-isothiazol-3-one,0.0095,% (w/v),N,N,N 2目少量,N,N,N,N,N 少量,SAQ Buffer B,,,,,,,,,,,,,,
GS96-SAQ,WS0375,7732-18-5,"water, distilled, conductivity or of similar purity",97.1485,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer C,,,,,,,,,,,,,,
GS96-SAQ,WS0375,10034-99-8,"Magnesium Sulfate, Heptahydrate",2.47,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer C,,,,,,,,,,,,,,
GS96-SAQ,WS0375,6381-92-6,Ethylenediaminetetraacetic Acid Disodium Salt Dihydrate,0.372,% (w/v),N,N,N,N,N,N,N,N 少量,SAQ Buffer C,,,,,,,,,,,,,,
GS96-SAQ,WS0375,2682-20-4,2-methyl-2H-isothiazol-3-one,0.0095,% (w/v),N,N,N 2目少量,N,N,N,N,N 少量,SAQ Buffer C,,,,,,,,,,,,,,
GS96-SAQ,WS0376,7732-18-5,"water, distilled, conductivity or of similar purity",99.425,% (w/v),N,N,N,N,N,N,N,N 少量,AdvanceBio Sialidase A,,,,,,,,,,,,,,
GS96-SAQ,WS0376,1185-53-1,"2-amino-2-(hydroxymethyl)propane-1,3-diolhydrochloride",0.3,% (w/v),N,N,N,N,N,N,N,N 少量,AdvanceBio Sialidase A,,,,,,,,,,,,,,
GS96-SAQ,WS0376,7647-14-5,sodium chloride,0.15,% (w/v),N,N,N,N,N,N,N,N 少量,AdvanceBio Sialidase A,,,,,,,,,,,,,,
GS96-SAQ,WS0376,9001-67-6,Neuraminidase,0.125,% (w/v),N,N,N,N,N,N,N,N 少量,AdvanceBio Sialidase A,,,,,,,,,,,,,,
GS96-SAQ,WS0377,7732-18-5,"water, distilled, conductivity or of similar purity",99.897,% (w/v),N,N,N,N,N,N,N,N 少量,Sialic Acid Standard,,,,,,,,,,,,,,
GS96-SAQ,WS0377,2682-20-4,2-methyl-2H-isothiazol-3-one,0.1,% (w/v),N,N,N 2目少量,N,N,N,N,N 少量,Sialic Acid Standard,,,,,,,,,,,,,,
GS96-SAQ,WS0377,131-48-6,N-acetylneuraminic acid,0.003,% (w/v),N,N,N,N,N,N,N,N 少量,Sialic Acid Standard,,,,,,,,,,,,,,
GS96-SAQ,WS0378,67-68-5,dimethyl sulfoxide,100,% (w/v),N,N,N,N,N,N,N,N 少量,DMSO,,,,,,,,,,,,,,
GS96-SAQ,WS0386,9014-81-7,Bovine Fetuin,100,% (w/v),N,N,N,N,N,N,N,N 少量,Bovine Fetuin,,,,,,,,,,,,,,
ICP-034,Selenium,7732-18-5,water,97.8805,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-034,Selenium,7697-37-2,NITRIC ACID,1.979,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-034,Selenium,7446-08-4,selenium (IV) oxide,0.1405,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSK-531,PST-060A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-060A100A01,114-26-1,propoxur,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,Propoxur,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-100A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-100A100A01,63-25-2,carbaryl (sevin),0.0127,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,Carbaryl,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1215A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1215A100A01,1646-88-4,aldicarb sulfone,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,Aldicarb sulfone,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1290A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1290A100A01,16655-82-6,3-hydroxycarbofuran,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,3-Hydroxycarbofuran ,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1295A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1295A100A01,1563-66-2,carbofuran,0.0127,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,Carbofuran,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1525A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1525A100A01,2032-65-7,methiocarb,0.0127,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,Methiocarb,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1580A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1580A100A01,23135-22-0,oxamyl,0.0127,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,Oxamyl,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1760A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-1760A100A01,1646-87-3,aldicarb sulfoxide,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,Aldicarb sulfoxide,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-4395A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-4395A100A01,90-15-3,1-naphthol,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,1-Naphthol ,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-680A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-680A100A01,16752-77-5,methomyl,0.0127,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,Methomyl,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-940A100A01,75-05-8,acetonitrile,99.9873,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,產品停產，無替代品 巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PSK-531,PST-940A100A01,116-06-3,aldicarb,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,Aldicarb,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
PST-2535-10MG,,8003-34-7,pyrethins,100,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-6805-10MG,Spirotetramat-enol,203312-38-3,spirotetramat-enol,100,% (w/w),N,N,N,N,N,Y,N,N,,新化學物質,,,,,,,,,,,,,
HC-290-1,Vinyl chloride,67-56-1,methanol,99.9874,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
HC-290-1,Vinyl chloride,75-01-4,vinyl chloride,0.0126,% (w/w),N 2類，限值50%,N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,7732-18-5,water,96.4756,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,7697-37-2,NITRIC ACID,3.5,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,13759-83-6,samarium(III) nitrate hexahydrate,0.003,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,18618-55-8,cerium chloride heptahydrate,0.0027,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,13823-29-5,thorium nitrate hydrate,0.0021,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,12060-08-1,scandium oxide,0.0015,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,1314-36-9,yttrium oxide,0.0013,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,1308-96-9,europium (III) oxide,0.0012,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,12064-62-9,gadolinium (III) oxide,0.0012,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,12037-01-3,terbium oxide,0.0012,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,12037-29-5,praseodymium oxide,0.0012,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,1313-97-9,neodymium (III) oxide,0.0012,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,1312-81-8,lanthanum oxide,0.0012,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,12036-44-1,thulium (III) oxide,0.0011,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,1314-37-0,ytterbium (III) oxide,0.0011,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,12032-20-1,lutetium (III) oxide,0.0011,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,1308-87-8,dysprosium (III) oxide,0.0011,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,12055-62-8,holmium oxide,0.0011,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-101,ICP-MS calibration,12061-16-4,erbium (III) oxide (as erbium),0.0011,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-011,Sodium,7732-18-5,water,97.6513,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-011,Sodium,7697-37-2,NITRIC ACID,1.979,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-011,Sodium,7631-99-4,sodium nitrate,0.3697,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-023,Vanadium,7732-18-5,water,94.2564,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-023,Vanadium,7697-37-2,NITRIC ACID,4.95,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-023,Vanadium,7664-39-3,hydrofluoric acid,0.564,% (w/w),N,N 限值0.1-10%,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-023,Vanadium,7803-55-6,ammonium metavanadate,0.2296,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-025,Manganese,7732-18-5,water,97.6943,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-025,Manganese,7697-37-2,NITRIC ACID,1.98,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-025,Manganese,10377-66-9,manganese (II) nitrate,0.3257,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-046,Palladium,7732-18-5,water,95.5824,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-046,Palladium,7647-01-0,hydrochloric acid,2.19,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
ICP-046,Palladium,7697-37-2,NITRIC ACID,1.98,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-046,Palladium,13933-31-8,tetraamminepalladium (II) chloride monohydrate,0.2476,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-056,Barium,7732-18-5,water,97.8297,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-056,Barium,7697-37-2,NITRIC ACID,1.98,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-056,Barium,10022-31-8,barium nitrate,0.1903,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-079,Gold,7732-18-5,water,97.71,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-079,Gold,7647-01-0,hydrochloric acid,2.19,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
ICP-079,Gold,7440-57-5,gold,0.1,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,110-54-3,n-hexane,99.9288,% (w/w),N,N,N 2目少量,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,72-43-5,methoxychlor,0.0379,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,50-29-3,"4,4'-DDT",0.0152,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,72-20-8,endrin,0.0076,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,877-09-8,"2,4,5,6-tetrachloro-m-xylene",0.003,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,2051-24-3,decachlorobiphenyl,0.003,% (w/w),"N 1,2類，限值0.1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,58-89-9,gamma-BHC (lindane),0.0015,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
