Product#,Sub-Kit PN,CAS#,ComponentName,"WeightConversion",% (w/w),"毒化物
Toxic",關注化學物質 Concerned Chemical Substances,優先化學品Priority substance,管制性化學品Controlled,先驅化學品Precurosr,新化學物質New Chemical,空汙申請ODS,既有化學物質Existing Chemical ,備註,備註2,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",79-29-8,"2,3-DIMETHYLBUTANE",0.5077,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",1634-04-4,MTBE ,9.9696,,N 4類，限值20%,N,N,N,N,N,N,N 少量,甲基第三丁基醚 / 需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",110-54-3,N-HEXANE,2.0016,,N,N,N 2目少量,N,N,N,N,N 年用量無超過,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",693-89-0,1-METHYLCYCLOPENTENE ,0.4975,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",71-43-2,BENZENE,0.9981,,"N 1,2類，限值70%",N,N 1目，限值1%,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",110-82-7,cyclohexane,28.8049,,Y 4類，限值1%,N,N 2目少量,N,N,N,N,N 少量,環己烷 / 需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",617-78-7,3-ETHYLPENTANE ,0.2026,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",822-50-4,"1,2 t-DIMETHYLCYCLOPENTANE",0.4995,,N,N,N,N,N,Y,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",142-82-5,N-HEPTANE ,2.0026,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",560-21-4,"2,3,3-TRIMETHYLPENTANE",0.4965,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",108-88-3,TOLUENE ,6.9755,,N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 年用量無超過,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",111-65-9,N-OCTANE ,1.9965,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",100-41-4,ETHYLBENZENE ,24.9068,,N 4類，限值70%,N,N,N,N,N,N,N 少量,乙苯 / 需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",106-42-3,P-XYLENE ,0.9977,,N,N,N 2目少量,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",3074-71-3,"2,3-DIMETHYLHEPTANE",0.2001,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",111-84-2,N-NONANE ,1.9997,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",15869-85-9,5-METHYLNONANE ,0.1988,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",611-14-3,1-METHYL— 2-ETHYLBENZENE ,0.5006,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",124-18-5,N-DECANE,0.9979,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",1120-21-4,N-UNDECANE ,0.4985,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",527-53-7,"1 ,2,3,5-TETRAMETHYLBENZENE ",0.2541,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",91-20-3,NAPHTHALENE ,0.5128,,N,N,N 2目少量,N,N,N,N,N 年用量無超過,萘/ 需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",112-40-3,N-DODECANE,0.2488,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",90-12-0,1-METHYLNAPHTHALENE,0.2568,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-118112,"6730CE, D6730 COLUMN EVALUATION 10X2 ML",629-50-5,N-TRIDECANE ,0.2487,,N,N,N,N,N,N,N,N 少量,需申請第四類核可文件環己烷25-30%+需要申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",109-66-0,N-PENTANE ,9.4016,,N,N,N 2目少量,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",110-54-3,N-HEXANE ,9.5293,,N,N,N 2目少量,N,N,N,N,N 年用量無超過,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",142-82-5,N-HEPTANE ,9.833,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",112-40-3 ,N-OCTANE ,9.5602,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",111-65-9,N-NONANE ,9.0525,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",111-84-2,N-DECANE ,9.2594,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",124-18-5,N-UNDECANE ,9.3183,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",1120-21-4,N-DODECANE ,9.193,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",629-59-4,N-TRIDECANE ,8.9365,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",629-50-5 ,N-TETRADECANE,8.8164,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108355(已確認),"PIANO-P, PIANO PARAFFINS STANDARD 1 X 0.1ML AMPOULE",629-62-9 ,N-PENTADECANE ,7.0999,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,109-66-0,N-Pentane,5.232,,N,N,N 2目少量,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,110-54-3 ,N-Hexane,5.216,,N,N,N 2目少量,N,N,N,N,N 年用量無超過,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,142-82-5 ,N-Heptane,5.216,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,111-65-9,N-Octane ,5.22,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,111-84-2 ,N-Nonane,5.249,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,124-18-5,N-Decane ,5.225,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,1120-21-4 ,N-Undecane,5.227,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,112-40-3,N-Dodecane,5.237,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,629-50-5,N-Tridecane,5.257,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,629-59-4,N-Tetradecane,5.219,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,629-62-9 ,N-Pentadecane ,5.224,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,544-76-3,N-Hexadecane ,5.229,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,629-78-7 ,N-Heptadecane ,5.23,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,593-45-3,Octadecane ,5.221,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,112-95-8,Eicosane ,5.236,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,629-97-0 ,Docosane ,5.214,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,646-31-1,Tetracosane ,5.209,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,630-01-3,Hexacosane ,5.218,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-122324,CUSTOM C5-C28 STANDARD - 10X1ML AMPOULES,630-02-4,Octacosane,5.215,,N,N,N,N,N,N,N,N 少量,,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",25377-72-4,Pentene,2.176,,N,N,N,N,N,Y,N,N,戊烯 / 巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",109-67-1,1-Pentene,1~2%,,N,N,N 2目少量,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",592-41-6,1-Hexene,2.336,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",25339-56-4,Heptene,2.325,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",111-66-0,1-Octene,2.372,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",27215-95-8,Nonene,2.364,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",872-05-9,1-Decene,2.315,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",28761-27-5,Undecene,2.312,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",821-95-4,,1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",112-41-4,1-Dodecene,2.377,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",71-43-2,Benzene,2.342,,"N 1,2類，限值70%",N,Y 1目，限值1%,N,N,N,N,N 少量,苯 / 巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",108-88-3,Toluene,2.446,,N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 年用量無超過,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",100-41-4,Ethyl benzene (Ethylbenzene),2.39,,N 4類，限值70%,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",103-65-1,Propylbenzene,2.335,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",104-51-8,n-Butylbenzene,2.423,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",538-68-1,Pentylbenzene,2.336,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",109-66-0,Pentane,2.321,,N,N,N 2目少量,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",110-54-3,Hexane,2.334,,N,N,N 2目少量,N,N,N,N,N 年用量無超過,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",142-82-5,n-Heptane,2.318,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",111-65-9,Octane,2.31,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",111-84-2,n-Nonane,2.325,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",124-18-5,n-Decane,2.32,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",1120-21-4,n-Undecane,2.314,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",112-40-3,n-Dodecane,2.33,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",110-82-7,cyclohexane,2.346,,Y 4類，限值1%,N,N 2目少量,N,N,N,N,N 少量,環己烷 / 巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",108-87-2,Methylcyclohexane,2.345,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",1678-91-7,Ethylcyclohexane,2.384,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",1678-92-8,Propylcyclohexane,2.348,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",1678-93-9,Butylcyclohexane,2.302,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",4292-92-6,Pentylcyclohexane,2.319,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",98-82-8,Cumene,1.808,,N 4類，限值1%,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",563-79-1,"2,3-Dimethyl-2-Butene",2.014,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",95-93-2,"1,2,4,5-Tetramethylbenzene",1.248,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",106-42-3,p-Xylene,3.27,,N,N,N 2目少量,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",95-63-6,"1,2,4-Trimethylbenzene",1.711,,N,N,N,N,N,N,N,N 年用量無超過,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",108-67-8,"1,3,5-Trimethylbenzene",1.466,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",78-78-4,Isopentane,1.876,,N,N,N 2目少量,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",108-08-7,"2,4-Dimethylpentane",1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",107-83-5,2-Methylpentane,1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",96-14-0,3-Methylpentane,1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",620-14-4,3-Ethyl Toluene,1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",565-59-3,"2,3-Dimethylpentane",1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",75-83-2,"2,2-Dimethylbuntane",1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",538-93-2,Isobutylbenzene,1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",15870-10-7,2-Methyl-1-Heptene,1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",594-56-9,"2,3,3-Trimethyl-1-Butene",1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
DVE-108343,"PIANO-1, PIANO-1 STANDARD 1 X 1 ML AMPOULE",540-84-1,"2,2,4-Trimethylpentane",1~2%,,N,N,N,N,N,N,N,N 少量,巨研毒核文件號:高雄市毒核字第000159號+須申報優先化學品+申請新化學物質,達文西 / DA VINCI,,,,,,,,,,,,,
